notebook,spatial_schema_version,implementation,restoration_case_id,case_id,source_case_id,dataset_name,painting_id,category,title,mask_id,mask_type,model_name,selection_group,selection_metric,selection_value,figure_filename,figure_path,image_height,image_width,full_pixel_count,content_pixel_count,masked_pixel_count,outside_mask_pixel_count,boundary_pixel_count,damaged_error_mean_full,damaged_error_std_full,damaged_error_max_full,restored_error_mean_full,restored_error_std_full,restored_error_max_full,improvement_mean_full,improvement_std_full,improvement_min_full,improvement_max_full,boundary_width_pixels,boundary_mode,mask_threshold,improvement_masked_pixel_count,improvement_masked_mean,improvement_masked_std,improvement_masked_min,improvement_masked_max,improvement_masked_positive_pixels,improvement_masked_negative_pixels,improvement_masked_zero_pixels,improvement_masked_positive_percentage,improvement_masked_negative_percentage,improvement_masked_zero_percentage,improvement_outside_mask_pixel_count,improvement_outside_mask_mean,improvement_outside_mask_std,improvement_outside_mask_min,improvement_outside_mask_max,improvement_outside_mask_positive_pixels,improvement_outside_mask_negative_pixels,improvement_outside_mask_zero_pixels,improvement_outside_mask_positive_percentage,improvement_outside_mask_negative_percentage,improvement_outside_mask_zero_percentage,improvement_boundary_pixel_count,improvement_boundary_mean,improvement_boundary_std,improvement_boundary_min,improvement_boundary_max,improvement_boundary_positive_pixels,improvement_boundary_negative_pixels,improvement_boundary_zero_pixels,improvement_boundary_positive_percentage,improvement_boundary_negative_percentage,improvement_boundary_zero_percentage,improvement_content_pixel_count,improvement_content_mean,improvement_content_std,improvement_content_min,improvement_content_max,improvement_content_positive_pixels,improvement_content_negative_pixels,improvement_content_zero_pixels,improvement_content_positive_percentage,improvement_content_negative_percentage,improvement_content_zero_percentage,damaged_error_masked_mean,damaged_error_masked_std,restored_error_masked_mean,restored_error_masked_std,damaged_error_boundary_mean,damaged_error_boundary_std,restored_error_boundary_mean,restored_error_boundary_std,damaged_error_outside_mask_mean,damaged_error_outside_mask_std,restored_error_outside_mask_mean,restored_error_outside_mask_std,damaged_error_mean_masked,restored_error_mean_masked,improvement_mean_masked,negative_improvement_pixels_masked,positive_improvement_pixels_masked,zero_improvement_pixels_masked,negative_improvement_percentage_masked,positive_improvement_percentage_masked,status,issue,selection_rank,selection_reason,run_started_at_utc,created_at_utc,figure_set,figure_path_project_relative,generation_elapsed_seconds_total
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__canonical__canonical__p007_loss_large,canonical__p007_loss_large,canonical__p007_loss_large,canonical,p007,portrait_figure,Princesse de Broglie,p007_loss_large,loss_large,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,27140.82275390625,lama_canonical_canonical_p007_loss_large_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_canonical_canonical_p007_loss_large_lama_difference_maps.png,768,768,589824,445440,45215,544609,5220,12.645487785339355,45.53257369995117,248.6666717529297,2.4986660480499268,12.42846965789795,130.3333282470703,10.146821022033691,40.06340026855469,-60.99999237060547,242.0,3,both,0,45215,132.364013671875,68.99883270263672,-60.99999237060547,242.0,43055,2136,24,95.22282428397656,4.724095985845405,0.05307973017803826,544609,0.0,0.0,0.0,0.0,0,0,544609,0.0,0.0,100.0,5220,82.86136627197266,89.946533203125,0.0,239.33334350585938,2586,0,2634,49.54022988505747,0.0,50.45977011494253,445440,13.435789108276367,45.61963653564453,-60.99999237060547,242.0,43055,2136,400249,9.665723778735632,0.4795258620689655,89.8547503591954,164.9587860107422,43.8112678527832,32.59478759765625,32.1562614440918,86.27164459228516,92.07355499267578,3.41028094291687,8.636445045471191,0.0,0.0,0.0,0.0,164.9587860107422,32.59478759765625,132.364013671875,2136,43055,24,4.724095985845405,95.22282428397656,ok,,1,"dataset_median_masked_mse_improvement: canonical, closest to dataset median masked_mse_improvement=27161.071442",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_canonical_canonical_p007_loss_large_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__damage_size__damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size__p018__loss_large__size_08pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,23642.714782714844,lama_damage_size_damage_size_p018_loss_large_size_08pct_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_damage_size_damage_size_p018_loss_large_size_08pct_lama_difference_maps.png,768,768,589824,389376,31189,558635,5284,7.851469993591309,34.965171813964844,221.6666717529297,1.1230112314224243,6.735257625579834,96.66666412353516,6.728457927703857,30.200368881225586,-7.666664123535156,219.66665649414062,3,both,0,31189,127.24378204345703,43.742820739746094,-7.666664123535156,219.66665649414062,31182,5,2,99.97755618968226,0.016031293084100163,0.006412517233640066,558635,0.0,0.0,0.0,0.0,0,0,558635,0.0,0.0,100.0,5284,71.8270263671875,81.22904205322266,0.0,219.66665649414062,2617,0,2667,49.52687358062074,0.0,50.473126419379255,389376,10.192221641540527,36.691715240478516,-7.666664123535156,219.66665649414062,31182,5,358189,8.008197731755425,0.0012841058514135438,91.99051816239316,148.48135375976562,47.32127380371094,21.237581253051758,20.753320693969727,74.63607025146484,83.80378723144531,2.8090462684631348,6.108284950256348,0.0,0.0,0.0,0.0,148.48135375976562,21.237581253051758,127.24378204345703,5,31182,2,0.016031293084100163,99.97755618968226,ok,,1,"dataset_median_masked_mse_improvement: damage_size, closest to dataset median masked_mse_improvement=23642.714783",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_damage_size_damage_size_p018_loss_large_size_08pct_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__mask_robustness__mask_robustness__p026__scratch_thin__variant_05,mask_robustness__p026__scratch_thin__variant_05,mask_robustness__p026__scratch_thin__variant_05,mask_robustness,p026,architecture_structured,View of a Village along a River,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,28711.1286315918,lama_mask_robustness_mask_robustness_p026_scratch_thin_variant_05_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_mask_robustness_mask_robustness_p026_scratch_thin_variant_05_lama_difference_maps.png,768,768,589824,406272,8248,581576,24385,2.3362345695495605,19.88599967956543,232.0,0.1200120747089386,1.3552039861679077,69.0,2.2162225246429443,18.887592315673828,0.0,221.0,3,both,0,8248,158.48464965820312,27.29133415222168,62.666664123535156,221.0,8248,0,0,100.0,0.0,0.0,581576,0.0,0.0,0.0,0.0,0,0,581576,0.0,0.0,100.0,24385,53.36893081665039,76.55730438232422,0.0,221.0,8212,0,16173,33.67644043469346,0.0,66.32355956530654,406272,3.217503070831299,22.68685531616211,0.0,221.0,8248,0,398024,2.030166981726528,0.0,97.96983301827346,167.0668487548828,27.53700065612793,8.582201957702637,7.662346839904785,56.25700378417969,80.55558776855469,2.888073444366455,6.019069671630859,0.0,0.0,0.0,0.0,167.0668487548828,8.582201957702637,158.48464965820312,0,8248,0,0.0,100.0,ok,,1,"dataset_median_masked_mse_improvement: mask_robustness, closest to dataset median masked_mse_improvement=28711.128632",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_mask_robustness_mask_robustness_p026_scratch_thin_variant_05_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__synthetic_degradation__synthetic_degradation__p026__water_stain_dirt__moderate,synthetic_degradation__p026__water_stain_dirt__moderate,synthetic_degradation__p026__water_stain_dirt__moderate,synthetic_degradation,p026,architecture_structured,View of a Village along a River,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,-15.249095916748049,lama_synthetic_degradation_synthetic_degradation_p026_water_stain_dirt_moderate_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_synthetic_degradation_synthetic_degradation_p026_water_stain_dirt_moderate_lama_difference_maps.png,768,768,589824,406272,71499,518325,7203,0.5071032047271729,1.839004635810852,18.0,0.5655754208564758,2.2445883750915527,76.66666412353516,-0.05847224220633507,0.9719398021697998,-61.33333206176758,8.333333015441895,3,both,0,71499,-0.4823610484600067,2.75471830368042,-61.33333206176758,8.333333015441895,1185,4964,65350,1.6573658372844375,6.9427544441181,91.39987971859746,518325,0.0,0.0,0.0,0.0,0,0,518325,0.0,0.0,100.0,7203,0.0,0.0,0.0,0.0,0,0,7203,0.0,0.0,100.0,406272,-0.08488976210355759,1.170137882232666,-61.33333206176758,8.333333015441895,1185,4964,400123,0.2916765122873346,1.221841524889729,98.48648196282294,4.1832990646362305,3.5384085178375244,4.665659427642822,4.7362775802612305,0.29626545310020447,0.43763455748558044,0.29626545310020447,0.43763455748558044,0.0,0.0,0.0,0.0,4.1832990646362305,4.665659427642822,-0.4823610484600067,4964,1185,65350,6.9427544441181,1.6573658372844375,ok,,1,"dataset_median_masked_mse_improvement: synthetic_degradation, closest to dataset median masked_mse_improvement=-12.607729",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_synthetic_degradation_synthetic_degradation_p026_water_stain_dirt_moderate_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__canonical__canonical__p012_scratch_thin,canonical__p012_scratch_thin,canonical__p012_scratch_thin,canonical,p012,landscape_natural,An Extensive Wooded Landscape,p012_scratch_thin,scratch_thin,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,27181.32012939453,lama_canonical_canonical_p012_scratch_thin_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_canonical_canonical_p012_scratch_thin_lama_difference_maps.png,768,768,589824,436992,9579,580245,26293,2.5285842418670654,20.922719955444336,255.0,0.14165695011615753,2.094069480895996,138.0,2.3869271278381348,19.79757308959961,-54.666664123535156,254.6666717529297,3,both,0,9579,146.97433471679688,53.69538879394531,-54.666664123535156,254.6666717529297,9549,30,0,99.6868149076104,0.31318509238960224,0.0,580245,0.0,0.0,0.0,0.0,0,0,580245,0.0,0.0,100.0,26293,53.4056510925293,77.7379150390625,-54.666664123535156,254.6666717529297,9528,30,16735,36.23778191914197,0.11409880956908683,63.64811927128894,436992,3.22172212600708,22.941913604736328,-54.666664123535156,254.6666717529297,9549,30,427413,2.18516586115993,0.0068651142355008795,97.80796902460457,155.69680786132812,55.74176025390625,8.72248363494873,13.970207214355469,56.56482696533203,82.04676055908203,3.1591806411743164,9.386270523071289,0.0,0.0,0.0,0.0,155.69680786132812,8.72248363494873,146.97433471679688,30,9549,0,0.31318509238960224,99.6868149076104,ok,,2,"dataset_median_masked_mse_improvement: canonical, closest to dataset median masked_mse_improvement=27161.071442",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_canonical_canonical_p012_scratch_thin_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__damage_size__damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size__p018__loss_large__size_10pct,damage_size,p018,landscape_natural,Classical Landscape with Figures,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,23803.383544921875,lama_damage_size_damage_size_p018_loss_large_size_10pct_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_damage_size_damage_size_p018_loss_large_size_10pct_lama_difference_maps.png,768,768,589824,389376,38979,550845,5893,9.872958183288574,39.13729476928711,222.6666717529297,1.4051530361175537,8.318878173828125,127.66666412353516,8.46780776977539,33.95003890991211,0.0,221.66665649414062,3,both,0,38979,128.13348388671875,45.91139602661133,11.0,221.66665649414062,38979,0,0,100.0,0.0,0.0,550845,0.0,0.0,0.0,0.0,0,0,550845,0.0,0.0,100.0,5893,73.0101318359375,82.27564239501953,0.0,221.66665649414062,2922,0,2971,49.58425250296962,0.0,50.415747497030374,389376,12.826972007751465,41.110137939453125,0.0,221.66665649414062,38979,0,350397,10.010632396449704,0.0,89.98936760355029,149.39602661132812,48.30795669555664,21.26255226135254,24.99920654296875,75.68624114990234,84.77113342285156,2.6761131286621094,5.85726261138916,0.0,0.0,0.0,0.0,149.39602661132812,21.26255226135254,128.13348388671875,0,38979,0,0.0,100.0,ok,,2,"dataset_median_masked_mse_improvement: damage_size, closest to dataset median masked_mse_improvement=23642.714783",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_damage_size_damage_size_p018_loss_large_size_10pct_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__mask_robustness__mask_robustness__p043__loss_large__variant_04,mask_robustness__p043__loss_large__variant_04,mask_robustness__p043__loss_large__variant_04,mask_robustness,p043,high_texture_brushwork,The Card Players,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,28982.953552246094,lama_mask_robustness_mask_robustness_p043_loss_large_variant_04_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_mask_robustness_mask_robustness_p043_loss_large_variant_04_lama_difference_maps.png,768,768,589824,469248,58777,531047,9602,16.58887481689453,51.71859359741211,240.3333282470703,1.8616101741790771,7.9378342628479,107.66666412353516,14.727269172668457,46.437843322753906,-26.333328247070312,230.6666717529297,3,both,0,58777,147.78733825683594,44.4466667175293,-26.333328247070312,230.6666717529297,58735,38,4,99.92854347789101,0.06465113905098933,0.006805383057998877,531047,0.0,0.0,0.0,0.0,0,0,531047,0.0,0.0,100.0,9602,78.3642349243164,83.81427001953125,0.0,230.0,4757,0,4845,49.541762132888984,0.0,50.45823786711102,469248,18.511526107788086,51.386165618896484,-26.333328247070312,230.6666717529297,58735,38,410475,12.516835447354064,0.008098063284233497,87.4750664893617,166.46847534179688,43.49000549316406,18.681154251098633,17.834928512573242,81.35443878173828,86.70845794677734,2.9902102947235107,5.025317192077637,0.0,0.0,0.0,0.0,166.46847534179688,18.681154251098633,147.78733825683594,38,58735,4,0.06465113905098933,99.92854347789101,ok,,2,"dataset_median_masked_mse_improvement: mask_robustness, closest to dataset median masked_mse_improvement=28711.128632",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_mask_robustness_mask_robustness_p043_loss_large_variant_04_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__synthetic_degradation__synthetic_degradation__p001__water_stain__severe,synthetic_degradation__p001__water_stain__severe,synthetic_degradation__p001__water_stain__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,,,lama,dataset_median_masked_mse_improvement,masked_mse_improvement,-9.96636199951172,lama_synthetic_degradation_synthetic_degradation_p001_water_stain_severe_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\dataset_median_masked_mse_improvement\lama_synthetic_degradation_synthetic_degradation_p001_water_stain_severe_lama_difference_maps.png,768,768,589824,509184,165414,424410,10406,1.503502607345581,2.99776029586792,21.66666603088379,1.5579766035079956,3.3989953994750977,98.66666412353516,-0.054473876953125,1.3450692892074585,-81.33332824707031,11.0,3,both,0,165414,-0.19423991441726685,2.534571409225464,-81.33332824707031,11.0,588,2108,162718,0.3554717254887736,1.27437822675227,98.37015004775895,424410,0.0,0.0,0.0,0.0,0,0,424410,0.0,0.0,100.0,10406,0.0,0.0,0.0,0.0,0,0,10406,0.0,0.0,100.0,509184,-0.06310096383094788,1.4474799633026123,-81.33332824707031,11.0,588,2108,506488,0.11547888386123681,0.4139957264957265,99.47052538964304,5.3611063957214355,3.3708739280700684,5.555346488952637,4.357623100280762,0.005413543898612261,0.06388717144727707,0.005413543898612261,0.06388717144727707,0.0,0.0,0.0,0.0,5.3611063957214355,5.555346488952637,-0.19423991441726685,2108,588,162718,1.27437822675227,0.3554717254887736,ok,,2,"dataset_median_masked_mse_improvement: synthetic_degradation, closest to dataset median masked_mse_improvement=-12.607729",2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/dataset_median_masked_mse_improvement/lama_synthetic_degradation_synthetic_degradation_p001_water_stain_severe_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__synthetic_degradation__synthetic_degradation__p039__dirt_dust__severe,synthetic_degradation__p039__dirt_dust__severe,synthetic_degradation__p039__dirt_dust__severe,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,,,lama,largest_boundary_degradation,boundary_mse_improvement,-24.38812017440796,lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_severe_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\largest_boundary_degradation\lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_severe_lama_difference_maps.png,768,768,589824,433152,226995,362829,31509,0.2838367223739624,0.890640377998352,12.333333015441895,0.37453311681747437,1.9320659637451172,155.0,-0.0906965434551239,1.6091586351394653,-145.6666717529297,10.0,3,both,0,226995,-0.23566597700119019,2.5872983932495117,-145.6666717529297,10.0,4516,8623,213856,1.9894711337254123,3.798762087270645,94.21176677900395,362829,0.0,0.0,0.0,0.0,0,0,362829,0.0,0.0,100.0,31509,-0.5899055600166321,4.039520740509033,-102.66666412353516,9.666666984558105,1584,2881,27044,5.027135104255927,9.143419340505886,85.82944555523818,433152,-0.12350168824195862,1.8766803741455078,-145.6666717529297,10.0,4516,8623,420013,1.0425901300236406,1.9907561317966904,96.96665373817966,0.7375212907791138,1.3139841556549072,0.9731874465942383,3.0194218158721924,0.8107101321220398,1.8538541793823242,1.4006158113479614,4.601702690124512,0.0,0.0,0.0,0.0,0.7375212907791138,0.9731874465942383,-0.23566597700119019,8623,4516,213856,3.798762087270645,1.9894711337254123,ok,,1,largest_boundary_degradation: rank 1 by boundary_mse_improvement,2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/largest_boundary_degradation/lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_severe_lama_difference_maps.png,242.446
16_lama_difference_maps,1.0.0,restoration_eval.error_maps,lama__synthetic_degradation__synthetic_degradation__p039__dirt_dust__moderate,synthetic_degradation__p039__dirt_dust__moderate,synthetic_degradation__p039__dirt_dust__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,,,lama,largest_boundary_degradation,boundary_mse_improvement,-22.047948122024536,lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_moderate_lama_difference_maps.png,D:\Masters\FH\Thesis\painting-restoration-eval\outputs\16_lama_difference_maps\figures\selected_cases\largest_boundary_degradation\lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_moderate_lama_difference_maps.png,768,768,589824,433152,115334,474490,22625,0.04283933714032173,0.24892280995845795,5.0,0.0913441926240921,1.0416336059570312,85.0,-0.04850487411022186,0.9259766340255737,-82.0,4.0,3,both,0,115334,-0.2480563521385193,2.0821754932403564,-82.0,4.0,546,3875,110913,0.4734076681637678,3.3598071687446893,96.16678516309153,474490,0.0,0.0,0.0,0.0,0,0,474490,0.0,0.0,100.0,22625,-0.8582836389541626,3.734729766845703,-82.0,3.3333334922790527,335,2634,19656,1.4806629834254144,11.641988950276243,86.87734806629834,433152,-0.06604917347431183,1.0800042152404785,-82.0,4.0,546,3875,428731,0.12605274822695037,0.894605127068558,98.97934212470449,0.2190825492143631,0.5275110006332397,0.4671389162540436,2.318016290664673,0.3304014801979065,0.834602415561676,1.1886850595474243,4.142009258270264,0.0,0.0,0.0,0.0,0.2190825492143631,0.4671389162540436,-0.2480563521385193,3875,546,110913,3.3598071687446893,0.4734076681637678,ok,,2,largest_boundary_degradation: rank 2 by boundary_mse_improvement,2026-07-28T10:53:06.469331+00:00,2026-07-28T11:28:16.810362+00:00,selected,outputs/16_lama_difference_maps/figures/selected_cases/largest_boundary_degradation/lama_synthetic_degradation_synthetic_degradation_p039_dirt_dust_moderate_lama_difference_maps.png,242.446
