case_id,painting_id,mask_id,mask_type,category,seed_count,seeds,bbox_margin,boundary_dilation_iterations,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixel_count,boundary_ring_pixel_count,image_height,image_width,clean_image_path,damaged_image_path,mask_path,global_pixel_count,global_mean_uncertainty,global_median_uncertainty,global_std_uncertainty,global_max_uncertainty,global_p95_uncertainty,masked_pixel_count,masked_mean_uncertainty,masked_median_uncertainty,masked_std_uncertainty,masked_max_uncertainty,masked_p95_uncertainty,bbox_pixel_count,bbox_mean_uncertainty,bbox_median_uncertainty,bbox_std_uncertainty,bbox_max_uncertainty,bbox_p95_uncertainty,boundary_pixel_count,boundary_mean_uncertainty,boundary_median_uncertainty,boundary_std_uncertainty,boundary_max_uncertainty,boundary_p95_uncertainty,outside_mask_pixel_count,outside_mask_mean_uncertainty,outside_mask_median_uncertainty,outside_mask_std_uncertainty,outside_mask_max_uncertainty,outside_mask_p95_uncertainty,masked_vs_global_mean_uncertainty_ratio,boundary_vs_global_mean_uncertainty_ratio,outside_vs_global_mean_uncertainty_ratio,heatmap_png_path,overlay_png_path,compact_figure_path,heatmap_status,heatmap_error_message,original_case_id,title,uncertainty_selection_role,num_seed_outputs,mask_fraction,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,lpips_pair_count,mean_pairwise_lpips,median_pairwise_lpips,max_pairwise_lpips,range_pairwise_lpips,feature_pair_count,mean_pairwise_clip_similarity,mean_pairwise_dinov2_similarity,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance,max_clip_uncertainty_distance,max_dinov2_uncertainty_distance,range_pairwise_clip_similarity,range_pairwise_dinov2_similarity,masked_std_mean_normalized,masked_mad_mean_normalized,bbox_std_mean_normalized,mean_pairwise_lpips_normalized,mean_clip_uncertainty_distance_normalized,mean_dinov2_uncertainty_distance_normalized,combined_uncertainty_index,uncertainty_rank_high_to_low,refined_overall_metric_vote,refined_metric_ties,refined_mixed_metric_outcome,refined_stable_diffusion_metric_wins,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,stable_diffusion_won_refined_vote,stable_diffusion_zero_metric_wins,stable_diffusion_low_metric_wins,uncertainty_performance_quadrant
p009_loss_large,p009,p009_loss_large,loss_large,portrait_figure,4,"2026,2027,2028,2029",16,8,114,5,425,353,311,348,58251,11188,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_loss_large_damaged.png,data/processed/masks/p009_loss_large_mask.png,589824,7.139126300811768,3.315714120864868,11.713876724243164,90.90380859375,36.27931690216063,58251,37.62174606323242,36.474517822265625,17.32316017150879,90.90380859375,68.59126281738281,108228,22.9434757232666,15.369256973266602,20.564123153686523,90.90380859375,63.10339031219481,11188,8.28358268737793,6.111486911773682,6.086685657501221,49.875125885009766,20.399110412597654,531573,3.7987701892852783,3.1104466915130615,2.52699613571167,54.92240905761719,8.151491355895994,5.269796950679609,1.1603076240341839,0.5321057541077925,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_loss_large_uncertainty_compact.png,ok,,p009_loss_large,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0987599690755208,0.027996577322483,0.356485515832901,0.0031586454715579,0.0243051331490278,0.1475362777709961,0.356485515832901,0.0287883169949054,0.1290014237165451,0.08997443318367,0.356485515832901,0.0159266665577888,0.0785766094923019,6,0.3724637379248937,0.3684093654155731,0.4030385017395019,0.0584813058376312,6,0.92319256067276,0.8457593421141306,0.0768074393272399,0.1542406578858693,0.0951206684112548,0.2266567945480346,0.0586758255958557,0.1193432211875915,0.9786427280942412,0.957905628156207,1.0,0.8239960006014264,0.3155764023716034,0.2393876479871899,0.719251401201778,2,lama,0,True,2,14208.7275390625,4.9100932973564575,-0.2402667881871068,0.1938725113868713,0.1394519209861755,0.1910362839698791,lama,lama,opencv_telea,lama,stable_diffusion_inpainting,stable_diffusion_inpainting,False,False,False,high_uncertainty_high_reference_performance
p009_loss_small,p009,p009_loss_small,loss_small,portrait_figure,4,"2026,2027,2028,2029",16,8,74,12,608,725,534,713,20955,17768,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_loss_small_damaged.png,data/processed/masks/p009_loss_small_mask.png,589824,3.7926321029663086,2.4604742527008057,4.772145748138428,72.9657211303711,10.358957386016845,20955,20.30840301513672,18.510866165161133,12.400115013122559,72.9657211303711,43.84906921386718,380742,4.6410040855407715,2.976457118988037,5.617824077606201,72.9657211303711,13.690309333801277,17768,7.622289657592773,5.569911956787109,6.147392749786377,61.10504150390625,20.243642902374262,568869,3.184253692626953,2.383143663406372,2.744128465652466,61.10504150390625,8.017471313476562,5.354698903093195,2.009762463259638,0.8395893927440465,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_loss_small_uncertainty_compact.png,ok,,p009_loss_small,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0355275472005208,0.0148730706423521,0.2861400842666626,0.0006636285688728,0.0128629952669143,0.0796408057212829,0.2861400842666626,0.0105232736095786,0.0690250322222709,0.0182000175118446,0.2861400842666626,0.000949746929109,0.0157506894320249,6,0.0773037858307361,0.0791453830897808,0.1095576435327529,0.0558550804853439,6,0.9864035844802856,0.969677338997523,0.0135964155197143,0.030322661002477,0.0173302888870239,0.0391237735748291,0.0085386037826538,0.0205121636390686,0.3861185860269581,0.3742319197913104,0.1199762797160992,0.130709973456442,0.0385833064888254,0.0290092014937096,0.1797715444955574,16,lama,0,True,0,24339.73803710937,13.158272568264312,-0.4252825595428791,0.0737662240862846,0.02266126871109,0.0526787042617797,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p009_mixed_damage,p009,p009_mixed_damage,mixed_damage,portrait_figure,4,"2026,2027,2028,2029",16,8,59,22,695,768,636,746,47792,58080,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_mixed_damage_damaged.png,data/processed/masks/p009_mixed_damage_mask.png,589824,5.203534126281738,2.7969462871551514,6.918034553527832,79.4578628540039,19.489064884185787,47792,21.4506893157959,19.825096130371094,12.087997436523438,79.4578628540039,43.381598663330074,474456,6.108597755432129,3.473705291748047,7.423000812530518,79.4578628540039,22.247615337371826,58080,8.090476036071777,6.219815254211426,6.228710651397705,67.63603973388672,20.532101345062255,542032,3.770991563796997,2.5591111183166504,3.724039316177368,67.63603973388672,10.581870317459101,4.122330853223499,1.5548040666555416,0.7246981503404942,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_mixed_damage_uncertainty_compact.png,ok,,p009_mixed_damage,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0810275607638889,0.0204060170799493,0.311599463224411,0.0012675664620473,0.0176853891462087,0.0841203480958938,0.311599463224411,0.0103098601102828,0.0730425715446472,0.0239552818238735,0.311599463224411,0.0015626332024112,0.0207551252096891,6,0.0820663223663965,0.081074621528387,0.0907122865319252,0.0173064842820167,6,0.9858009417851766,0.9335311651229858,0.0141990582148234,0.0664688348770141,0.0163485407829284,0.0938945412635803,0.0040326714515686,0.0613133311271667,0.4252115759162828,0.4133295049639196,0.1905413837811257,0.1418964505191824,0.0412241095604175,0.0903753960551349,0.2170964034660105,13,lama,0,True,0,25780.467529296875,11.205875655599698,-0.3869910280611229,0.1466403007507324,0.0500679016113281,0.2007525563240051,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p009_scratch_thin,p009,p009_scratch_thin,scratch_thin,portrait_figure,4,"2026,2027,2028,2029",16,8,59,43,708,751,649,708,9528,57787,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_scratch_thin_damaged.png,data/processed/masks/p009_scratch_thin_mask.png,589824,3.316187858581543,2.2843337059020996,3.465594530105591,63.51277160644531,9.101200675964352,9528,13.612812995910645,10.551675796508789,9.681342124938965,63.5125846862793,33.434691429138184,459492,3.783984422683716,2.6684978008270264,3.728630781173706,63.51277160644531,10.115617799758892,57787,6.0193963050842285,4.239167213439941,5.445667743682861,63.51277160644531,17.077960968017575,580296,3.147125244140625,2.2508745193481445,2.9831604957580566,63.51277160644531,8.420557260513306,4.104958324249992,1.815155396385594,0.9490189847075122,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_scratch_thin_uncertainty_compact.png,ok,,p009_scratch_thin,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0161539713541666,0.0130046578124165,0.2490696907043457,0.0003862209850922,0.0112470276653766,0.0533835813403129,0.2490689605474472,0.0045868861488997,0.0462599396705627,0.0148391518741846,0.2490696907043457,0.0004724125028587,0.0128345703706145,6,0.0216552540659904,0.0217820787802338,0.0241857655346393,0.0043428018689155,6,0.9947430491447448,0.97593292593956,0.0052569508552551,0.02406707406044,0.006634771823883,0.032216191291809,0.0036892890930175,0.0204541683197021,0.1569716506022984,0.1526883147180683,0.0787688180580184,0.0,0.0020394570734552,0.0183889470038873,0.0681428645759546,32,opencv_telea,0,True,0,17224.64697265625,6.4813496088069416,-0.4429015632988266,0.0703356564044952,0.0310767889022827,-0.0080227851867675,opencv_telea,opencv_telea,opencv_telea,lama,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p010_loss_large,p010,p010_loss_large,loss_large,portrait_figure,4,"2026,2027,2028,2029",16,8,167,142,527,683,360,541,92273,19790,768,768,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_large_damaged.png,data/processed/masks/p010_loss_large_mask.png,589824,5.795176982879639,3.3350369930267334,6.9098429679870605,65.55490112304688,20.957514095306397,92273,17.14738655090332,14.903828620910645,10.253619194030762,61.94761657714844,37.32229614257812,194760,10.836265563964844,7.414342880249023,9.67416763305664,61.94761657714844,30.677000999450645,19790,7.825124740600586,6.651029586791992,4.915998935699463,51.7056884765625,17.467861080169676,497551,3.68985915184021,2.870319366455078,2.9614522457122803,65.55490112304688,9.269616603851318,2.9589064444402307,1.3502822692413163,0.6367120721893101,outputs/figures/uncertainty_heatmaps/heatmap_images/p010_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p010_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p010_loss_large_uncertainty_compact.png,ok,,p010_loss_large,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.1564415825737847,0.0227261837571859,0.2570780515670776,0.0012896757107228,0.019727312028408,0.0672446563839912,0.242931842803955,0.0063278176821768,0.0584901496767997,0.0424951612949371,0.242931842803955,0.0033452496863901,0.0369080640375614,6,0.3324731936057408,0.3346400707960129,0.3621233999729156,0.0632572770118713,6,0.9028877913951874,0.7198851108551025,0.0971122086048126,0.2801148891448974,0.1208306550979614,0.4233192205429077,0.0610132217407226,0.272510826587677,0.2779373254910763,0.2717093470038024,0.4178582285512752,0.7300642683400439,0.4045526689245074,0.4530872387799173,0.4258681795151037,7,tie_lama_opencv_telea,0,True,0,37876.23669433594,17.4499989396261,-0.153183345946177,0.2825779616832733,0.1569653153419494,0.2559692859649658,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,high_uncertainty_low_reference_performance
p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,4,"2026,2027,2028,2029",16,8,18,92,738,691,720,599,19716,15848,768,768,data/processed/clean/p010_clean.png,data/processed/masked/p010_loss_small_damaged.png,data/processed/masks/p010_loss_small_mask.png,589824,3.1813223361968994,2.4005937576293945,2.8605880737304688,60.03730392456055,8.291695499420166,19716,9.026156425476074,7.334481239318848,5.996313571929932,51.09991455078125,21.18356227874756,431280,3.501018762588501,2.6414952278137207,2.9908933639526367,60.03730392456055,8.84997172355651,15848,6.773672103881836,5.539705276489258,4.424667835235596,37.66731262207031,15.751647758483887,570108,2.9791910648345947,2.3325722217559814,2.4495339393615723,60.03730392456055,7.471174335479737,2.8372341571316597,2.129200177397741,0.9364631246487984,outputs/figures/uncertainty_heatmaps/heatmap_images/p010_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p010_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p010_loss_small_uncertainty_compact.png,ok,,p010_loss_small,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0334269205729166,0.012475773692131,0.2354403883218765,0.0002904710709117,0.0107931392267346,0.0353966951370239,0.2003918290138244,0.0018722712993621,0.0305701903998851,0.0137294838204979,0.2354403883218765,0.0003357514215167,0.0118737909942865,6,0.0608869356413682,0.0610999595373868,0.0644551739096641,0.0095500238239765,6,0.9893475472927094,0.9650927186012268,0.0106524527072906,0.0349072813987731,0.0153067111968994,0.0431770086288452,0.0066484212875366,0.0199390649795532,0.0,0.0,0.0651632150065006,0.0921492786017738,0.0256827501545373,0.0367926174703471,0.0366313102055265,38,tie_lama_opencv_telea,0,True,0,43180.51480102539,20.34558855020845,-0.4718088307832965,0.161634162068367,0.0949597954750061,0.001774251461029,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,portrait_figure,4,"2026,2027,2028,2029",16,8,0,20,768,747,768,727,48195,94161,768,768,data/processed/clean/p010_clean.png,data/processed/masked/p010_mixed_damage_damaged.png,data/processed/masks/p010_mixed_damage_mask.png,589824,4.872225761413574,3.5290253162384033,4.7710065841674805,76.78975677490234,12.614584589004513,48195,11.822221755981445,8.705855369567871,9.958589553833008,76.78975677490234,34.50956802368163,558336,5.043548107147217,3.712414264678955,4.846464157104492,76.78975677490234,12.889538288116455,94161,6.550951957702637,5.411801815032959,4.748480796813965,59.76040267944336,15.537635803222656,541629,4.253804683685303,3.3006649017333984,3.3589956760406494,59.76040267944336,10.52730350494384,2.426451956587282,1.3445501635286525,0.8730721611143957,outputs/figures/uncertainty_heatmaps/heatmap_images/p010_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p010_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p010_mixed_damage_uncertainty_compact.png,ok,,p010_mixed_damage,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0817108154296875,0.0191067680716514,0.3011362850666046,0.0007330390508286,0.016521805897355,0.0463616624474525,0.3011362850666046,0.0037515857256948,0.0402996093034744,0.0197786167263984,0.3011362850666046,0.0007712992373853,0.0171111021190881,6,0.099635815868775,0.1004363074898719,0.1052141785621643,0.0111117139458656,6,0.980422705411911,0.8984879752000173,0.0195772945880889,0.1015120247999827,0.0281027555465698,0.1479007005691528,0.0139753222465515,0.0902369618415832,0.0956913274518572,0.0946840226664121,0.1393314321144242,0.1831645299547282,0.064791744660845,0.1498690292770108,0.1212553476875463,26,lama,0,True,0,39206.937255859375,15.686700452572396,-0.3860181992343435,0.3061521053314209,0.1509695053100586,0.1639707386493683,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,portrait_figure,4,"2026,2027,2028,2029",16,8,0,116,768,747,768,631,10545,63880,768,768,data/processed/clean/p010_clean.png,data/processed/masked/p010_scratch_thin_damaged.png,data/processed/masks/p010_scratch_thin_mask.png,589824,3.652310371398926,2.7102720737457275,3.6242690086364746,87.8553237915039,9.44533176422119,10545,13.19255256652832,8.848538398742676,11.8478422164917,87.8553237915039,36.44228439331052,484608,3.9015209674835205,2.9175045490264893,3.787776231765747,87.8553237915039,9.909651184082028,63880,6.1975908279418945,4.757177829742432,5.224697589874268,72.33354949951172,16.329432201385494,579279,3.4786429405212402,2.6709747314453125,3.0219483375549316,72.33354949951172,8.878966903686523,3.612111564700929,1.696895986580435,0.952449977482153,outputs/figures/uncertainty_heatmaps/heatmap_images/p010_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p010_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p010_scratch_thin_uncertainty_compact.png,ok,,p010_scratch_thin,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0178782145182291,0.0143227837979793,0.344530701637268,0.0004187544400338,0.0123996660113334,0.0517355054616928,0.344530701637268,0.004899812862277,0.0449603348970413,0.0153000866994261,0.344530701637268,0.0004675617383327,0.0132425846531987,6,0.0595270618796348,0.0603008940815925,0.0640411004424095,0.0127471834421157,6,0.9905925691127776,0.952002783616384,0.0094074308872222,0.0479972163836161,0.0104838013648986,0.0710290074348449,0.0028474926948547,0.0410227179527282,0.1425888837319808,0.1400409193234589,0.0844203246000176,0.0889551410807388,0.020227017473598,0.0590157025433192,0.0892079981255189,30,tie_lama_opencv_telea,0,True,0,38657.36669921875,10.017418442118384,-0.4591242765720543,0.1666091382503509,0.0787569880485534,0.0020129084587097,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p011_loss_large,p011,p011_loss_large,loss_large,landscape_natural,4,"2026,2027,2028,2029",16,8,0,144,323,445,323,301,49885,10576,768,768,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_large_damaged.png,data/processed/masks/p011_loss_large_mask.png,589824,4.662737846374512,1.199358582496643,11.168102264404297,85.53619384765625,34.53424320220947,49885,38.24580001831055,37.81229782104492,14.67510986328125,85.53619384765625,60.90542373657227,97223,20.874053955078125,13.218913078308105,20.81867790222168,85.53619384765625,57.594700241088866,10576,4.813465118408203,3.0071096420288086,5.279903411865234,49.6590690612793,16.35024356842041,539939,1.5599974393844604,1.117646336555481,1.589470386505127,49.6590690612793,4.079689788818359,8.202434105538238,1.0323259138035457,0.33456683335773646,outputs/figures/uncertainty_heatmaps/heatmap_images/p011_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p011_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p011_loss_large_uncertainty_compact.png,ok,,p011_loss_large,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0845760769314236,0.0182852465659379,0.335436075925827,0.0022777351550757,0.0161102768033742,0.1499835401773452,0.335436075925827,0.026072546839714,0.1333269029855728,0.0818590372800827,0.335436075925827,0.0135059198364615,0.0726456716656684,6,0.447395771741867,0.4590431153774261,0.4928002059459686,0.1240645945072174,6,0.767004132270813,0.3977402572830518,0.232995867729187,0.6022597427169482,0.3155068755149841,0.8233110904693604,0.2001419067382812,0.5338128805160522,1.0,1.0,0.9004974010891864,1.0,1.0,1.0,0.9834162335148644,1,lama,0,True,0,18524.33337402344,14.04316734735312,-0.159793581787485,0.0501744747161865,-0.1398811936378479,0.0464450120925903,lama,lama,opencv_telea,lama,lama,lama,False,True,True,high_uncertainty_low_reference_performance
p011_loss_small,p011,p011_loss_small,loss_small,landscape_natural,4,"2026,2027,2028,2029",16,8,24,165,710,617,686,452,24080,18886,768,768,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_small_damaged.png,data/processed/masks/p011_loss_small_mask.png,589824,2.446918249130249,1.2024047374725342,4.610377788543701,63.72123336791992,7.930068969726542,24080,19.667593002319336,18.480510711669922,11.236969947814941,63.72123336791992,40.195252609252925,310072,3.526540517807007,1.637618064880371,6.025660991668701,63.72123336791992,15.393522405624392,18886,5.020888805389404,3.3686771392822266,4.976591110229492,51.72056579589844,14.564289331436157,565744,1.7139474153518677,1.1517146825790405,1.9042922258377075,51.72056579589844,4.837801456451416,8.037699227970997,2.0519233883906147,0.7004514388482621,outputs/figures/uncertainty_heatmaps/heatmap_images/p011_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p011_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p011_loss_small_uncertainty_compact.png,ok,,p011_loss_small,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0408257378472222,0.0095957573503255,0.2498871833086013,0.0004310906224418,0.008314112201333,0.0771278142929077,0.2498871833086013,0.0080940155312418,0.0671223774552345,0.0138295721262693,0.2498871833086013,0.0007703414885327,0.0119948275387287,6,0.1357464082539081,0.137902170419693,0.1614971458911895,0.0561765804886817,6,0.9416343768437704,0.7858652373154958,0.0583656231562296,0.2141347626845041,0.0686853528022766,0.2536736726760864,0.0266607403755188,0.1143394112586975,0.3641876965998954,0.355715808102258,0.0663903943903711,0.2679828427201218,0.234763666756632,0.3410712535857502,0.2716852770258381,11,lama,0,True,0,21059.803588867188,11.366203333317472,-0.1940426638876312,0.1337623745203018,0.0295231342315673,-0.1343542337417602,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
