case_id,painting_id,mask_id,mask_type,category,title,artist,date,style_or_period,medium,source,source_url,license,filename,damaged_mse_opencv,damaged_mse_lama,restored_mse_opencv,restored_mse_lama,restored_mse_delta_lama_minus_opencv,mse_improvement_opencv,mse_improvement_lama,mse_improvement_delta_lama_minus_opencv,winner_mse_improvement,damaged_mae_opencv,damaged_mae_lama,restored_mae_opencv,restored_mae_lama,restored_mae_delta_lama_minus_opencv,mae_improvement_opencv,mae_improvement_lama,mae_improvement_delta_lama_minus_opencv,winner_mae_improvement,damaged_psnr_opencv,damaged_psnr_lama,restored_psnr_opencv,restored_psnr_lama,restored_psnr_delta_lama_minus_opencv,psnr_improvement_opencv,psnr_improvement_lama,psnr_improvement_delta_lama_minus_opencv,winner_psnr_improvement,damaged_lpips_opencv,damaged_lpips_lama,restored_lpips_opencv,restored_lpips_lama,restored_lpips_delta_lama_minus_opencv,lpips_improvement_opencv,lpips_improvement_lama,lpips_improvement_delta_lama_minus_opencv,winner_lpips_improvement,clip_damaged_similarity_opencv,clip_damaged_similarity_lama,clip_restored_similarity_opencv,clip_restored_similarity_lama,clip_restored_similarity_delta_lama_minus_opencv,clip_similarity_improvement_opencv,clip_similarity_improvement_lama,clip_similarity_improvement_delta_lama_minus_opencv,winner_clip_similarity_improvement,dinov2_damaged_similarity_opencv,dinov2_damaged_similarity_lama,dinov2_restored_similarity_opencv,dinov2_restored_similarity_lama,dinov2_restored_similarity_delta_lama_minus_opencv,dinov2_similarity_improvement_opencv,dinov2_similarity_improvement_lama,dinov2_similarity_improvement_delta_lama_minus_opencv,winner_dinov2_similarity_improvement,clean_path,damaged_path,mask_path,restored_path_opencv,restored_path_lama,lama_metric_wins,opencv_metric_wins,metric_ties,overall_metric_vote,clean_path_resolved,damaged_path_resolved,mask_path_resolved,restored_path_opencv_resolved,restored_path_lama_resolved,lama_mse_win_but_dinov2_loss,lama_lpips_win_but_dinov2_loss,opencv_mse_loss_but_dinov2_win,opencv_lpips_loss_but_dinov2_win,lama_all_main_metrics_win,opencv_all_main_metrics_win,mixed_metric_outcome
p039_scratch_thin,p039,p039_scratch_thin,scratch_thin,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,24804.263671875,24804.26171875,163.3673858642578,152.11068725585938,-11.256698608398438,24640.896286010742,24652.15103149414,11.254745483398438,lama,148.12588500976562,148.12588500976562,7.056824684143066,8.487168312072754,1.4303436279296875,141.06906032562256,139.63871669769287,-1.4303436279296875,opencv,4.185540215734315,4.185540557704331,25.999150011619182,26.309206323297687,0.31005631167850467,21.813609795884872,22.123665765593355,0.3100559697084826,lama,0.1894590407609939,0.1894590407609939,0.0010588932782411,0.0005932805943302,-0.00046561268391090004,0.1884001474827528,0.1888657601666636,0.00046561268391079325,lama,0.9405330419540404,0.9405329823493958,0.9997389316558838,0.9996257424354552,-0.00011318922042857782,0.0592058897018432,0.0590927600860595,-0.00011312961578369835,opencv,0.8804906606674194,0.8804906606674194,0.9995622634887696,0.9980205297470092,-0.001541733741760476,0.1190716028213501,0.1175298690795898,-0.0015417337417602955,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p039_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p039_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p039_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p039_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p039_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p039_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p039_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p039_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p039_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p039_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,Jules Coignet,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438634,Public Domain / Open Access,p042.jpg,24037.111328125,24037.111328125,1451.43896484375,730.967041015625,-720.471923828125,22585.67236328125,23306.14428710937,720.4719238281214,lama,140.87844848632812,140.87844848632812,17.56171989440918,14.547799110412598,-3.013920783996582,123.31672859191896,126.33064937591551,3.0139207839965536,lama,4.3219808595794325,4.3219808595794325,16.51281583041856,19.491825656169475,2.9790098257509143,12.190834970839129,15.16984479659004,2.979009825750911,lama,0.1966279447078704,0.1966279447078704,0.0099083967506885,0.0049727666191756,-0.004935630131512901,0.1867195479571819,0.1916551780886948,0.004935630131512908,lama,0.8784406781196594,0.8784406185150146,0.9988328218460084,0.9982349872589112,-0.000597834587097168,0.1203921437263488,0.1197943687438964,-0.0005977749824523926,opencv,0.7998681664466858,0.7998681664466858,0.9973955154418944,0.995954692363739,-0.0014408230781554066,0.1975273489952087,0.1960865259170532,-0.0014408230781555176,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p042_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p042_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p042_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p042_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p042_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p042_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p042_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p042_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p042_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p042_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,Paul Gauguin,1894,Post-Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436448,Public Domain / Open Access,p048.jpg,35177.01953125,35177.015625,356.1049194335937,104.56332397460938,-251.54159545898432,34820.914611816406,35072.45230102539,251.53768920898438,lama,183.1444396972656,183.1444396972656,9.26237964630127,6.999411582946777,-2.262968063354492,173.88206005096436,176.14502811431885,2.262968063354492,lama,2.668213209700577,2.6682136919651174,22.6150238756404,27.93700980242577,5.32198592678537,19.94681066593982,25.26879611046065,5.321985444520827,lama,0.3053283989429474,0.3053283989429474,0.0076609579846262,0.0010751992231234,-0.006585758761502801,0.2976674409583211,0.3042531997198239,0.006585758761502802,lama,0.9116736054420472,0.9116735458374025,0.9988649487495422,0.99978905916214,0.0009241104125977673,0.0871913433074951,0.0881155133247375,0.00092417001724239,lama,0.7975946664810181,0.7975946664810181,0.9995534420013428,0.9994210600852966,-0.00013238191604614258,0.2019587755203247,0.2018263936042785,-0.0001323819160461981,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p048_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p048_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p048_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p048_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p048_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p048_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p048_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,Édouard Manet,1864-65,Modern French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436961,Public Domain / Open Access,p049.jpg,37265.9140625,37265.9140625,140.28182983398438,101.66558837890624,-38.61624145507814,37125.632232666016,37164.24847412109,38.61624145507085,lama,189.39894104003903,189.39894104003903,6.619678020477295,6.556119918823242,-0.06355810165405273,182.77926301956177,182.84282112121585,0.06355810165408116,lama,2.4176858274746587,2.4176858274746587,26.660789386911,28.059063824398788,1.398274437487789,24.24310355943634,25.641377996924128,1.398274437487789,lama,0.2127646803855896,0.2127646803855896,0.0017554900841787,0.0008147057378664,-0.0009407843463123,0.2110091903014108,0.2119499746477231,0.0009407843463123122,lama,0.8956949710845947,0.8956949710845947,0.9998419284820556,0.9997805953025818,-6.133317947376593e-05,0.1041469573974609,0.104085624217987,-6.133317947389083e-05,opencv,0.9298093318939208,0.9298093318939208,0.9997642040252686,0.999499261379242,-0.0002649426460265003,0.0699548721313476,0.069689929485321,-0.00026494264602659745,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p049_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p049_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p049_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p049_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p049_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p049_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p049_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p049_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p049_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p049_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p012_scratch_thin,p012,p012_scratch_thin,scratch_thin,landscape_natural,An Extensive Wooded Landscape,Philips Koninck,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg,25677.9140625,25677.9140625,1689.7664794921875,441.9673767089844,-1247.7991027832031,23988.14758300781,25235.946685791016,1247.7991027832068,lama,150.1058349609375,150.1058349609375,17.91612434387207,10.989399909973145,-6.926724433898926,132.18971061706543,139.11643505096436,6.926724433898926,lama,4.035206198176896,4.035206198176896,15.852536702633294,21.67690147261257,5.824364769979276,11.8173305044564,17.641695274435676,5.824364769979276,lama,0.2969414293766022,0.2969414293766022,0.0197278056293725,0.0040489938110113,-0.0156788118183612,0.2772136237472296,0.2928924355655908,0.015678811818361227,lama,0.8494353294372559,0.8494352102279663,0.99751615524292,0.9995059370994568,0.001989781856536754,0.148080825805664,0.1500707268714904,0.0019899010658263883,lama,0.7762019038200378,0.7762019038200378,0.9979480504989624,0.9917161464691162,-0.006231904029846191,0.2217461466789245,0.2155142426490783,-0.006231904029846191,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p012_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p012_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p016_scratch_thin,p016,p016_scratch_thin,scratch_thin,landscape_natural,Wooded Landscape with a House beside a River,Thomas Gainsborough,,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/343423,Public Domain / Open Access,p016.jpg,10559.564453125,10559.5654296875,797.1715087890625,756.7005615234375,-40.470947265625,9762.392944335938,9802.864868164062,40.471923828125,lama,89.07135772705078,89.07135772705078,20.085678100585938,19.10987663269043,-0.9758014678955078,68.98567962646484,69.96148109436035,0.9758014678955078,lama,7.894343555020665,7.894343153379397,19.11528592410971,19.341563046240918,0.22627712213120788,11.220942369089045,11.447219892861517,0.22627752377247212,lama,0.101435512304306,0.101435512304306,0.0072240596637129,0.0049910238012671,-0.0022330358624458,0.094211452640593,0.0964444885030388,0.0022330358624458035,lama,0.9618637561798096,0.9618636965751648,0.9997665882110596,0.9997355341911316,-3.1054019927978516e-05,0.03790283203125,0.0378718376159668,-3.0994415283203125e-05,opencv,0.9370157122612,0.9370157122612,0.9994939565658568,0.9994914531707764,-2.503395080455384e-06,0.0624782443046569,0.0624757409095764,-2.5033950804970173e-06,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p016_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p016_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p004_scratch_thin,p004,p004_scratch_thin,scratch_thin,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg,32720.734375,32720.734375,145.4011688232422,142.3269805908203,-3.074188232421875,32575.33320617676,32578.40739440918,3.074188232418237,lama,171.96234130859375,171.96234130859375,7.144155502319336,7.306874275207519,0.1627187728881827,164.8181858062744,164.65546703338623,-0.1627187728881836,opencv,2.982573185754991,2.982573185754991,26.505124632070363,26.597931247962045,0.09280661589168204,23.52255144631537,23.61535806220705,0.09280661589168204,lama,0.2398073375225067,0.2398073375225067,0.0021340337116271,0.0010124891996383,-0.0011215445119888002,0.2376733038108796,0.2387948483228683,0.0011215445119887035,lama,0.8961696028709412,0.8961695432662964,0.9998584985733032,0.9998037815093994,-5.4717063903808594e-05,0.103688895702362,0.103634238243103,-5.465745925900545e-05,opencv,0.8411367535591125,0.8411367535591125,0.9967936277389526,0.995986819267273,-0.0008068084716796875,0.1556568741798401,0.1548500657081604,-0.0008068084716796875,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p004_scratch_thin_restored_lama.png,2,2,0,mixed_tie,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p004_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p008_scratch_thin,p008,p008_scratch_thin,scratch_thin,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,1787-88,Spanish portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436545,Public Domain / Open Access,p008.jpg,39698.91796875,39698.921875,264.2908020019531,231.95639038085935,-32.33441162109378,39434.62716674805,39466.96548461914,32.33831787109375,lama,196.8914031982422,196.8914031982422,8.419856071472168,8.560349464416504,0.14049339294433594,188.47154712677,188.33105373382568,-0.14049339294430752,opencv,2.143016910469897,2.143016483137662,23.909983120355086,24.47674019068469,0.5667570703296043,21.76696620988519,22.333723707547037,0.5667574976618468,lama,0.3146711587905884,0.3146711587905884,0.0038933381438255,0.0025945268571376,-0.0012988112866879004,0.3107778206467628,0.3120766319334507,0.0012988112866879065,lama,0.9066472053527832,0.9066471457481384,0.999341368675232,0.9995136857032776,0.00017231702804554327,0.0926941633224487,0.0928665399551391,0.00017237663269040193,lama,0.7918055653572083,0.7918055653572083,0.9984346628189088,0.9973803758621216,-0.0010542869567872204,0.2066290974617004,0.2055748105049133,-0.0010542869567871094,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p008_scratch_thin_restored_lama.png,3,1,0,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p008_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p008_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p008_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p008_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p008_scratch_thin_restored_lama.png,True,True,True,True,False,False,True
p036_scratch_thin,p036,p036_scratch_thin,scratch_thin,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,p036.jpg,2009.9451904296875,2009.9451904296875,38.38523483276367,23.089704513549805,-15.295530319213867,1971.559955596924,1986.8554859161377,15.29553031921364,lama,29.34335327148437,29.34335327148437,1.6090614795684814,2.3825721740722656,0.7735106945037842,27.734291791915894,26.96078109741211,-0.7735106945037842,opencv,15.098961461431877,15.098961461431877,32.28916158994954,34.49661985722753,2.2074582672779854,17.190200128517667,19.39765839579565,2.207458267277982,lama,0.1054271608591079,0.1054271608591079,0.000719440751709,0.0008030412718653,8.360052015630006e-05,0.1047077201073989,0.1046241195872426,-8.360052015629615e-05,opencv,0.9261479377746582,0.9261481761932372,0.9998781681060792,0.9989223480224608,-0.0009558200836183861,0.0737302303314209,0.0727741718292236,-0.0009560585021972934,opencv,0.9730130434036256,0.9730130434036256,0.9911391735076904,0.9795359373092652,-0.011603236198425182,0.0181261301040649,0.0065228939056396,-0.0116032361984253,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p036_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p036_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p036_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p036_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p036_scratch_thin_restored_lama.png,1,3,0,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p036_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p036_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p036_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p036_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p036_scratch_thin_restored_lama.png,True,False,True,False,False,False,True
p023_scratch_thin,p023,p023_scratch_thin,scratch_thin,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,20128.052734375,20128.056640625,111.3160629272461,103.49212646484376,-7.8239364624023295,20016.736671447758,20024.56451416016,7.827842712402344,lama,130.18775939941406,130.18775939941406,6.172101020812988,6.933867454528809,0.7617664337158203,124.01565837860107,123.25389194488524,-0.7617664337158345,opencv,5.092785992739363,5.092785149904403,27.665225232419168,27.98173050330442,0.3165052708852514,22.57243923967981,22.88894535340002,0.31650611372020876,lama,0.2335698455572128,0.2335698455572128,0.0009437572443857,0.0009538771118968,1.0119867511100013e-05,0.232626088312827,0.2326159684453159,-1.0119867511093616e-05,opencv,0.8796381950378418,0.8796383142471313,0.9997831583023072,0.9997480511665344,-3.51071357728161e-05,0.1201449632644653,0.120109736919403,-3.522634506229749e-05,opencv,0.9634913206100464,0.9634913206100464,0.9993592500686646,0.999014139175415,-0.0003451108932495117,0.0358679294586181,0.0355228185653686,-0.0003451108932495048,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p023_scratch_thin_restored_lama.png,1,3,0,opencv,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p023_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p023_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p023_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p023_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\p023_scratch_thin_restored_lama.png,True,False,True,False,False,False,True
